pos	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T
120	0	0	236	0	0	0	239	0	0	0	266	0	0	0	225	0	0	0	262	1	0	0	177	0	0	0	220	0	0	0	324	1	1	0	280	0	0	0	203	0	2	0	316	0	0	1	289	0	0	1	370	0	0	0	372	0
121	238	0	0	0	238	0	1	0	267	0	0	0	224	0	0	0	266	0	0	0	177	0	1	0	221	0	0	0	327	0	0	0	284	0	1	0	202	0	1	1	324	1	0	0	291	0	1	0	372	0	0	0	378	0	3	0
122	0	0	245	0	0	1	244	0	1	0	278	0	0	0	231	0	1	0	276	0	1	0	183	0	0	0	224	1	0	0	326	0	0	0	287	0	0	1	212	0	0	0	335	0	0	0	293	0	1	0	381	1	0	0	384	6
123	242	0	0	0	243	0	0	1	273	0	0	1	223	1	0	0	266	1	0	0	178	0	1	0	215	0	0	0	320	0	1	1	276	1	0	0	208	0	0	0	325	0	0	0	286	0	0	0	371	0	1	0	368	0	7	0
124	240	1	1	0	244	1	0	0	271	0	0	1	224	0	0	0	265	0	0	0	174	0	0	0	214	0	0	0	321	0	0	0	271	0	1	0	205	0	1	0	321	0	2	0	284	0	0	0	369	0	1	0	369	0	2	0
125	243	0	0	0	246	0	0	0	266	0	0	0	225	0	0	0	261	0	0	0	176	0	0	0	210	0	1	0	319	1	1	0	265	0	1	1	204	0	0	0	322	0	0	0	289	0	0	0	371	0	0	0	371	0	1	0
126	0	0	0	241	0	0	0	246	0	0	0	267	0	0	0	227	0	0	0	261	0	0	1	177	0	0	0	209	1	0	1	317	1	0	0	266	0	0	0	207	0	0	0	319	0	0	0	286	1	1	0	367	3	0	0	367
127	248	0	0	0	256	0	0	1	284	0	1	0	234	0	0	0	270	2	0	0	195	0	0	0	213	0	0	0	330	0	0	0	276	0	0	0	215	0	0	1	330	0	0	1	298	0	0	0	378	0	0	2	384	0	0	1
128	0	1	0	247	0	0	0	256	0	0	0	288	0	0	0	231	0	0	0	279	0	0	0	194	0	0	0	216	0	0	0	334	0	0	0	273	1	0	125	89	0	0	0	330	0	0	164	140	1	0	0	384	0	0	0	387
129	0	0	0	245	0	0	0	258	0	0	0	287	0	0	0	228	0	0	0	278	0	0	0	192	0	0	0	217	0	0	0	332	0	0	0	270	0	0	0	217	0	1	0	332	0	0	0	304	0	0	0	383	0	0	0	390
130	246	1	0	1	258	0	0	0	286	0	0	1	227	0	0	0	284	0	0	0	192	0	0	0	216	0	0	0	336	0	0	0	272	0	0	0	220	0	0	0	334	0	0	0	305	0	0	0	386	0	0	0	392	1	1	1
131	0	0	259	0	0	0	265	0	0	0	295	0	0	0	234	0	0	0	290	0	0	0	195	0	0	0	220	0	0	0	340	0	0	0	278	0	0	0	223	0	0	0	337	1	0	0	305	0	1	0	387	0	0	0	392	1
132	261	0	0	0	264	0	0	0	297	0	0	0	236	0	0	0	284	2	0	0	198	0	0	0	221	0	0	0	339	0	0	2	282	0	0	1	225	0	0	0	343	0	0	0	302	0	0	0	390	0	0	0	389	0	0	0
133	0	0	0	264	0	0	0	264	0	0	0	298	0	0	0	240	0	0	0	288	0	0	0	201	0	0	0	222	0	0	0	345	0	0	0	286	0	0	0	224	0	0	0	346	0	0	0	303	0	2	2	385	0	0	1	387
134	0	0	0	261	0	0	0	260	0	0	0	297	1	0	0	234	0	0	1	286	0	0	0	201	0	0	0	219	0	0	0	344	0	0	0	283	0	0	0	223	0	0	0	343	0	2	0	300	0	0	0	389	2	3	0	383
135	0	261	0	0	0	262	0	0	0	299	0	0	0	236	0	0	0	291	0	1	0	204	0	0	1	225	0	0	1	349	0	0	0	284	0	0	0	224	0	0	0	347	0	0	0	301	0	1	0	393	0	1	1	389	0	1
136	262	0	0	0	263	0	0	1	303	0	0	0	237	0	0	0	293	0	0	0	205	1	0	0	226	0	0	0	353	0	1	0	285	0	0	0	227	0	0	0	346	0	0	1	302	0	0	0	394	0	0	0	387	1	1	0
137	0	0	259	0	0	0	261	0	0	1	300	0	0	0	234	0	0	0	292	1	0	0	208	0	0	0	227	0	0	0	358	0	0	0	287	0	0	0	224	0	0	0	348	0	0	0	304	0	0	0	392	1	0	0	397	0
138	0	0	0	254	0	0	0	252	1	0	2	300	0	0	0	234	0	0	0	290	0	0	1	206	0	0	0	226	2	1	1	351	0	1	0	271	0	0	0	224	0	0	0	350	1	0	0	294	2	3	1	378	0	0	0	387
139	0	0	254	0	0	0	249	0	0	0	294	0	2	0	231	0	0	0	284	0	0	0	204	0	0	0	223	0	0	0	345	0	0	0	267	0	0	0	218	0	0	0	339	0	0	0	285	0	1	0	373	1	0	0	373	1
140	254	0	0	0	246	0	0	0	293	0	0	0	233	1	0	0	283	0	0	0	203	0	0	1	222	0	0	0	347	0	0	0	265	1	0	0	218	0	0	1	337	0	0	0	281	0	0	0	370	0	0	1	364	2	0	0
141	0	0	0	252	1	0	0	247	0	0	0	293	0	0	0	236	0	1	0	283	0	0	0	205	0	0	0	223	0	0	0	348	0	0	1	265	0	0	0	219	0	0	0	338	0	0	0	281	0	0	3	370	0	2	0	366
142	0	253	0	0	0	241	1	0	0	289	1	1	1	233	0	0	0	285	0	0	0	206	0	0	0	222	0	0	0	346	0	1	0	265	1	0	0	215	0	0	0	334	0	0	0	284	0	0	3	369	1	1	2	365	0	1
143	259	0	0	0	250	0	1	0	294	0	1	1	239	0	0	0	287	0	0	1	208	0	0	0	224	0	1	0	351	0	0	0	267	0	0	0	219	0	0	0	345	0	0	0	283	0	1	0	371	1	1	2	363	0	3	0
144	0	0	0	255	0	0	0	251	0	1	1	292	0	0	0	240	1	0	0	287	0	0	0	208	0	1	0	226	0	0	0	352	0	2	0	264	0	0	0	220	0	0	0	346	2	0	0	280	0	2	1	361	1	0	2	355
145	0	0	258	0	0	0	259	0	1	0	296	0	0	0	243	0	0	0	287	1	0	0	212	0	0	0	228	0	0	0	354	0	0	0	275	1	2	0	225	0	0	0	346	0	0	0	285	0	0	0	377	2	3	0	361	1
146	257	0	1	0	258	0	0	0	299	0	1	0	240	0	0	0	289	0	0	0	213	0	0	0	227	0	1	0	350	0	2	0	279	0	0	0	229	0	0	0	348	0	0	1	285	0	0	0	368	0	2	0	358	1	3	0
147	257	0	1	0	257	0	1	0	297	1	1	0	239	0	0	0	288	0	0	0	213	0	0	0	228	0	0	0	354	0	0	0	279	0	0	0	231	0	0	0	351	0	0	0	285	1	0	0	370	1	1	0	356	0	1	0
148	253	0	1	0	252	0	0	0	293	0	0	0	235	0	0	0	282	0	0	1	211	0	0	0	224	0	0	0	346	0	1	1	274	0	0	0	228	0	0	1	344	0	0	0	286	0	0	0	370	0	0	0	361	0	0	0
149	0	0	252	2	0	0	249	0	0	0	291	0	0	0	233	0	0	1	277	0	0	0	206	0	0	0	226	0	1	0	342	0	0	0	272	1	1	0	224	0	1	0	341	0	0	0	277	0	0	0	370	0	0	0	357	0
150	247	0	0	0	243	0	0	0	281	0	0	0	225	0	0	0	275	0	1	0	200	0	0	0	226	0	0	0	334	0	0	1	265	0	0	0	216	0	0	0	339	0	0	1	273	0	1	0	361	1	0	0	349	0	0	1
151	0	0	0	246	0	0	0	244	1	0	1	287	0	0	0	225	0	0	0	278	0	0	0	203	0	0	0	225	0	0	0	337	0	0	0	267	0	0	0	221	0	0	0	345	0	0	0	267	0	0	0	366	1	3	0	339
152	247	0	0	0	254	0	0	0	294	0	0	0	228	0	0	1	282	0	0	0	205	1	0	0	226	0	0	0	339	0	1	0	274	0	0	0	228	0	0	0	354	0	0	0	269	0	0	0	368	0	0	1	342	0	0	1
153	0	0	248	0	0	0	255	0	0	0	297	0	0	0	230	0	0	0	280	1	0	0	207	0	0	0	226	0	0	0	342	0	0	0	272	1	0	0	228	0	0	0	354	1	0	0	273	0	0	2	366	1	0	3	350	1
154	0	1	247	0	0	0	255	0	2	0	296	1	0	0	228	0	0	1	274	3	0	0	205	0	0	0	224	0	0	0	341	0	1	0	272	0	0	0	230	0	0	0	353	1	0	0	269	0	0	0	368	0	0	0	353	0
155	245	0	0	0	253	0	0	0	292	0	1	0	227	0	0	0	276	1	1	0	204	0	0	0	222	0	0	0	340	0	0	0	270	0	0	0	230	0	0	0	355	0	0	0	266	0	0	0	371	0	0	0	349	0	0	0
156	1	0	0	244	0	0	0	254	2	0	1	291	0	1	0	226	1	1	0	277	0	0	0	204	0	0	0	222	0	1	0	339	0	0	1	269	0	0	0	230	1	1	0	352	0	1	1	262	0	0	1	369	0	1	0	345
157	0	0	253	0	0	0	260	0	0	0	298	0	0	0	233	1	0	0	285	1	0	0	207	0	0	0	228	0	0	0	339	1	0	0	277	0	0	0	237	0	0	0	360	0	0	0	269	0	0	0	381	0	0	3	353	0
158	0	0	2	251	0	0	0	263	0	0	0	300	0	0	0	237	0	0	1	290	0	0	1	206	0	0	0	228	1	0	0	340	0	2	0	281	0	0	0	238	0	1	1	359	0	2	2	264	0	2	3	376	1	0	1	352
159	0	253	0	0	0	264	0	0	0	303	0	0	0	234	0	0	0	292	0	0	0	206	0	1	0	233	0	0	2	340	1	0	0	285	0	0	0	240	0	0	0	358	0	1	0	272	0	0	0	381	0	1	0	359	0	0
160	253	0	0	0	265	0	0	0	303	0	0	0	235	0	0	0	291	0	1	0	205	0	1	0	233	0	0	0	348	1	0	0	285	1	0	0	243	0	0	0	361	0	0	0	271	0	0	0	380	0	0	0	363	0	0	0
161	0	0	250	0	0	0	262	0	0	0	298	0	0	0	231	2	0	0	288	0	0	0	203	0	0	0	230	0	0	1	340	0	0	0	287	0	1	0	235	0	0	0	348	0	0	0	272	0	0	0	385	0	0	0	365	0
162	0	0	244	0	0	0	250	0	0	0	297	0	0	0	228	0	0	0	284	0	1	0	194	0	0	0	223	0	0	0	331	0	0	1	278	0	0	0	234	0	0	0	340	0	0	0	255	0	2	0	378	0	0	0	354	1
163	2	0	1	241	1	0	0	250	1	2	0	293	0	0	1	226	0	0	0	281	1	0	1	193	2	0	0	221	2	0	1	327	1	2	2	274	0	0	0	234	1	1	1	336	0	1	3	250	0	1	1	371	6	0	1	347
164	244	0	0	0	250	1	0	0	295	0	0	0	227	0	1	0	283	0	0	0	195	0	0	0	223	0	0	0	332	0	0	0	279	0	0	0	233	0	0	0	340	0	0	0	256	0	0	0	373	0	1	1	351	0	0	0
165	0	0	245	0	0	0	251	0	0	0	297	0	0	0	231	0	0	0	285	0	0	0	201	1	0	0	225	0	0	0	335	0	0	0	279	0	0	0	237	0	0	0	342	1	0	0	257	0	1	0	379	0	0	0	348	0
166	240	1	0	1	250	0	0	0	297	0	0	0	227	0	2	0	277	0	1	1	200	0	0	0	223	0	0	0	332	1	0	0	279	0	0	0	234	1	0	0	339	0	1	1	257	1	3	0	381	0	2	0	353	2	2	0
167	0	247	1	0	0	252	0	0	0	303	0	0	0	237	0	0	1	284	0	0	0	204	0	1	0	230	0	0	1	347	0	0	1	282	0	0	0	236	1	0	1	348	0	0	0	263	0	0	0	385	0	0	0	361	3	1
168	0	248	0	0	0	255	1	0	0	305	0	0	0	232	1	0	0	290	0	0	0	204	0	0	0	232	0	0	0	352	0	0	0	281	0	0	0	240	0	0	0	356	0	0	0	264	0	0	0	384	1	1	0	361	0	0
169	247	0	0	0	255	0	1	0	304	0	0	1	230	0	0	0	293	0	0	0	204	1	0	0	234	0	0	0	356	0	1	0	281	0	0	0	240	0	0	0	355	0	0	0	258	1	1	1	387	1	0	0	361	0	1	0
170	247	0	0	0	256	0	0	0	305	0	1	0	230	0	1	0	293	0	0	0	205	0	0	0	234	0	0	0	358	0	0	0	281	0	0	0	240	0	0	0	352	2	1	0	258	1	4	0	383	0	10	0	366	2	1	0
171	0	0	246	1	0	0	259	0	1	0	307	0	0	0	232	0	0	0	296	0	0	0	208	0	0	0	241	0	0	0	368	1	1	0	286	0	0	0	246	0	0	0	367	0	1	1	261	0	5	0	392	2	0	1	371	2
172	0	0	244	0	0	0	259	0	0	0	304	0	0	0	231	0	0	0	298	0	0	0	206	0	0	0	236	1	1	0	365	0	1	0	278	0	0	0	246	0	0	0	364	0	0	1	259	0	0	2	393	0	3	0	363	0
173	0	0	229	0	0	0	238	0	0	0	279	0	0	0	215	0	0	0	277	0	0	0	197	0	0	0	218	0	0	0	341	0	0	0	250	0	0	0	230	1	0	0	332	0	2	0	233	1	7	0	357	1	1	0	336	0
174	0	0	232	0	0	0	240	0	0	0	281	0	0	0	217	0	0	0	277	0	0	0	201	0	0	0	221	0	0	0	341	0	0	0	254	0	0	0	234	0	0	0	334	1	1	0	233	0	0	0	371	0	2	0	327	0
175	0	2	1	229	0	0	1	239	0	0	2	280	1	1	1	212	1	0	0	277	2	1	3	192	1	0	1	219	0	0	3	337	0	0	2	251	0	2	0	232	0	0	0	333	0	0	1	227	6	1	6	349	3	1	3	313
176	0	0	0	243	0	0	0	244	0	0	0	287	0	0	0	230	0	0	0	301	0	0	0	207	0	0	0	234	0	0	1	353	0	0	0	260	0	0	0	243	0	0	0	337	0	0	1	230	1	0	1	359	0	0	0	322
177	0	0	0	246	0	0	0	246	0	0	0	288	0	0	0	233	0	0	0	304	0	0	0	206	0	0	0	237	0	1	0	362	0	0	0	261	0	0	0	248	0	0	1	335	0	0	0	224	0	1	0	347	0	2	0	308
178	0	0	0	249	0	0	0	246	0	0	0	287	0	0	0	233	0	0	0	306	0	0	0	206	0	0	0	235	0	0	1	363	0	0	0	263	0	0	0	247	0	0	0	337	0	0	0	225	0	0	0	347	0	0	0	307
179	0	0	249	0	0	0	252	0	0	0	291	0	0	0	237	1	0	0	307	0	2	0	206	0	1	1	235	0	0	0	365	0	0	0	266	0	0	0	247	0	1	0	334	1	0	0	224	1	0	0	351	1	0	0	310	0
180	0	0	251	0	0	0	254	0	0	0	290	1	0	0	236	0	1	1	306	0	0	0	206	0	0	0	234	1	0	0	360	0	0	0	268	0	0	0	248	0	1	0	335	0	0	0	222	0	0	1	355	2	0	0	317	0
181	252	0	0	0	256	0	0	1	295	0	0	0	235	0	2	0	303	1	1	1	206	0	0	0	232	0	0	0	366	0	1	0	273	0	0	0	98	152	0	1	351	0	0	0	224	0	1	0	362	2	0	2	323	1	0	2
182	0	1	0	247	0	0	0	267	0	0	1	298	0	0	0	241	1	0	0	309	0	0	0	206	0	0	0	233	0	0	0	372	0	0	0	276	0	0	0	255	0	0	0	359	0	0	0	225	0	0	0	366	0	0	0	327
183	0	0	0	246	0	0	0	267	1	0	0	298	1	0	0	241	0	0	0	309	0	0	0	206	0	0	0	232	0	0	0	367	0	0	0	275	0	0	0	257	0	0	0	359	0	0	0	224	0	1	0	364	0	1	1	325
184	0	248	0	0	0	267	1	0	0	303	0	0	0	242	0	1	0	313	0	0	0	207	0	0	0	234	0	0	1	367	1	0	0	276	0	0	0	257	0	1	0	360	0	0	0	225	0	0	0	362	0	3	1	329	0	1
185	245	0	0	0	268	0	0	0	304	0	0	0	242	0	0	0	309	0	0	0	206	0	0	0	237	0	1	0	371	0	0	0	282	0	0	1	254	0	2	0	364	0	0	0	231	0	0	2	371	0	0	0	340	0	0	0
186	0	0	0	244	0	0	0	268	0	0	0	307	0	0	0	239	0	0	0	309	1	0	0	204	0	0	0	238	0	0	0	368	0	0	0	284	0	0	1	254	0	0	0	366	0	0	0	228	0	1	0	366	0	0	0	337
187	1	245	0	0	0	273	0	0	0	310	0	0	0	242	0	0	1	308	0	0	0	207	0	0	0	240	0	0	1	370	0	0	0	288	0	1	0	259	0	0	0	374	0	0	0	232	0	0	0	365	1	2	1	338	1	0
188	242	1	0	1	277	0	0	0	314	1	0	0	243	1	0	0	310	0	0	0	207	1	0	1	244	0	0	0	375	0	0	2	299	0	0	0	264	0	0	0	377	1	0	0	226	0	0	0	356	3	0	1	334	3	0	1
189	0	247	0	0	0	279	0	0	1	315	0	0	0	248	0	0	2	313	0	0	1	210	0	1	0	248	0	0	0	386	0	0	0	304	0	1	0	265	0	1	0	379	0	0	0	233	0	0	0	363	1	1	0	340	1	0
190	0	1	0	250	0	0	0	279	0	0	0	315	0	0	0	248	0	0	0	316	0	0	0	212	0	0	0	249	0	0	0	388	0	0	0	304	0	0	0	267	0	0	0	379	0	0	1	234	1	0	0	366	1	0	0	337
191	0	0	0	254	0	1	0	279	0	0	0	318	0	0	0	250	0	0	0	316	0	0	0	213	0	0	0	249	0	0	0	390	0	0	0	302	0	0	1	268	0	0	0	378	1	1	0	234	0	0	0	367	1	1	1	337
192	253	0	0	0	276	0	0	0	316	0	0	0	249	0	0	0	316	0	0	0	212	0	0	0	249	0	0	0	392	0	0	0	304	0	0	0	269	0	0	0	376	0	1	0	242	0	1	1	374	1	2	1	347	1	0	0
193	0	1	0	255	0	0	0	276	0	2	0	322	0	0	0	257	0	0	1	320	0	0	0	216	0	0	0	252	1	0	0	397	0	0	0	310	0	0	0	276	0	0	0	380	1	2	0	241	0	0	1	373	0	1	1	345
194	0	0	258	0	0	0	267	0	1	0	325	2	0	0	257	0	0	0	321	0	0	0	215	0	0	0	249	0	0	0	396	0	0	0	310	0	0	0	276	0	1	0	376	0	0	0	243	0	2	0	372	0	1	0	346	0
195	1	257	0	0	0	266	0	0	0	326	0	0	1	254	1	0	2	322	0	1	0	215	0	0	1	250	0	1	2	396	0	0	1	308	0	0	0	271	0	1	0	379	0	0	0	240	0	0	4	366	1	0	0	343	0	1
196	0	0	257	1	0	0	262	0	0	0	322	1	0	0	258	0	1	0	325	0	0	0	216	0	0	0	252	0	0	0	396	0	0	0	304	0	0	0	274	0	0	0	372	1	0	0	238	0	1	0	363	2	1	0	341	0
197	0	0	255	0	0	0	257	0	0	0	322	1	1	0	253	1	1	0	325	0	0	0	216	1	0	0	251	1	1	0	390	0	0	0	301	0	0	0	273	0	1	1	370	0	0	0	231	2	0	2	363	0	0	0	338	0
198	252	0	0	2	256	1	1	0	316	0	4	0	247	0	2	1	323	0	0	2	217	0	0	0	247	0	0	2	390	0	1	0	298	0	0	0	269	0	1	0	367	0	3	0	228	0	4	0	353	2	4	2	330	0	0	1
199	2	1	0	253	0	0	0	255	2	1	1	311	1	1	0	243	1	0	0	327	0	0	0	219	0	0	0	250	1	0	1	390	0	1	0	295	0	1	2	263	1	1	0	368	1	0	1	226	1	1	3	360	1	1	1	330
200	0	250	0	0	0	252	1	1	0	310	0	2	1	241	1	0	0	328	0	0	1	217	0	0	0	246	0	0	2	382	0	1	0	287	1	0	1	261	0	0	0	362	0	0	0	225	0	0	1	358	0	0	0	331	1	0
201	0	248	1	0	0	253	1	0	0	310	1	0	0	241	0	0	0	326	1	0	0	218	0	0	1	242	1	0	0	383	0	1	0	287	0	0	0	262	0	0	0	361	0	1	0	224	0	1	2	353	0	0	1	324	0	0
202	0	247	0	0	0	260	0	0	0	317	0	0	0	241	0	1	0	331	0	0	0	219	0	0	0	245	0	0	0	382	0	1	0	290	1	0	0	264	0	0	0	368	0	0	0	226	0	0	1	365	0	1	0	344	0	1
203	0	0	0	247	1	1	0	259	0	0	0	318	0	0	0	238	0	0	0	330	0	0	0	218	1	0	0	243	0	0	0	383	0	0	0	291	0	0	0	268	0	0	0	369	0	0	0	226	0	1	3	364	0	1	1	343
204	0	251	0	0	0	264	0	1	0	325	0	1	0	243	0	0	0	332	0	1	0	221	0	0	1	249	0	0	0	388	0	3	0	297	0	0	0	276	0	0	0	371	0	0	0	235	0	0	0	370	0	1	0	354	0	0
205	0	0	0	240	0	0	0	262	0	1	0	323	0	0	0	241	0	0	0	331	0	0	0	219	0	0	0	242	0	0	0	381	1	0	0	295	0	0	1	275	0	0	0	364	0	0	0	235	0	0	1	368	0	2	1	355
206	0	1	239	0	0	0	265	0	0	0	327	1	0	0	243	2	0	0	330	0	0	0	218	0	0	0	243	0	1	0	381	0	0	0	300	0	0	0	279	0	0	0	366	0	0	0	235	0	0	0	368	1	0	0	348	0
207	0	0	0	236	0	0	0	263	1	0	0	325	0	0	0	241	0	0	0	327	0	0	0	215	0	0	0	239	0	0	0	378	0	0	0	300	0	1	0	275	0	0	0	366	0	0	0	236	0	1	1	374	0	1	1	353
208	0	0	0	239	0	0	0	276	0	0	0	335	1	0	0	247	0	0	0	334	0	0	0	219	0	0	0	237	0	0	0	381	0	0	0	310	0	0	0	294	0	0	0	379	0	0	1	239	0	0	1	380	0	1	1	358
209	0	0	240	0	0	0	283	0	1	0	340	0	0	0	244	2	0	0	336	0	0	0	219	1	0	0	239	1	0	0	383	0	0	0	311	0	0	0	294	1	0	0	390	0	0	0	246	1	0	0	384	2	0	0	369	1
210	0	0	0	241	1	0	0	284	1	1	1	337	0	0	0	240	0	0	0	336	1	0	0	218	0	0	0	238	0	0	0	381	0	0	0	309	0	0	0	294	0	0	0	390	0	0	0	245	1	3	0	386	2	0	1	368
211	0	0	0	241	0	0	0	289	0	1	0	348	0	0	0	246	0	0	0	337	0	0	0	221	0	0	0	244	0	0	0	394	1	0	0	311	0	0	0	298	0	0	1	395	1	1	1	243	1	0	1	388	0	1	1	370
212	0	0	242	0	0	0	289	0	0	0	350	0	0	0	246	1	1	0	338	0	0	0	219	0	0	0	244	0	0	0	393	0	0	0	310	1	0	0	298	0	1	1	395	0	0	0	249	0	0	1	393	1	0	0	371	0
213	235	0	0	0	284	0	0	0	331	0	1	0	239	0	1	0	330	0	0	0	214	0	1	0	237	0	0	0	382	0	0	0	297	1	0	1	294	0	2	0	395	0	0	0	239	0	0	0	392	0	1	1	363	3	0	0
214	0	237	0	0	0	284	1	0	0	332	0	1	0	243	0	0	1	329	0	1	0	217	0	0	0	239	0	0	0	383	0	0	0	300	0	1	1	296	0	1	1	398	0	0	0	240	0	0	2	392	2	0	0	369	1	0
215	233	0	0	0	283	0	0	1	328	0	0	2	242	0	0	0	329	0	0	0	219	0	0	0	238	0	0	1	383	0	0	0	300	0	0	0	297	0	0	0	397	0	1	0	239	0	0	0	395	1	1	0	371	0	0	1
216	0	0	0	236	0	0	0	282	0	0	0	328	0	0	0	244	0	0	0	326	0	0	0	219	0	0	0	239	0	0	0	383	0	0	0	300	0	0	0	295	0	0	0	401	0	0	0	242	0	0	0	397	1	0	0	371
217	1	0	0	238	0	0	0	283	0	0	0	327	0	0	0	245	0	1	0	325	1	0	0	226	0	0	0	242	1	0	0	386	0	0	0	303	0	0	0	296	0	0	0	400	0	0	0	243	0	1	0	397	0	1	2	371
218	0	1	240	0	0	0	284	0	0	0	327	1	0	1	246	0	0	0	328	0	0	0	229	0	1	0	242	0	0	0	386	2	0	0	304	0	0	0	295	1	2	0	400	0	0	0	243	0	1	0	396	1	0	0	374	1
219	0	0	0	244	0	0	0	284	0	0	1	328	0	1	0	247	0	1	0	330	0	0	1	228	0	0	0	245	0	0	0	389	0	0	0	303	0	1	0	294	0	1	0	402	0	0	0	242	0	0	2	393	0	1	3	370
220	0	0	0	245	0	0	0	283	0	1	0	327	0	0	0	249	1	0	0	328	0	0	0	229	0	0	0	248	0	0	0	390	0	0	0	304	0	0	0	292	0	0	0	398	0	0	0	245	1	0	0	398	0	0	0	372
221	247	0	0	1	285	0	0	0	323	0	0	0	251	0	0	1	329	0	0	0	227	0	0	0	244	0	0	0	390	0	0	0	301	0	0	0	294	0	0	0	394	0	0	0	239	0	0	0	390	0	0	1	364	0	0	0
222	0	0	0	240	0	1	0	275	0	0	1	306	0	0	2	240	0	0	0	319	0	0	0	221	0	0	0	241	0	0	0	387	0	1	0	291	0	0	0	281	0	0	0	377	0	1	1	233	1	3	0	385	0	0	0	357
223	0	245	0	0	0	273	0	0	1	306	0	1	0	242	0	0	0	324	0	0	0	222	0	0	0	246	0	0	2	391	1	0	1	292	0	0	0	279	0	0	0	380	0	0	0	234	0	0	0	372	0	0	0	348	1	0
224	260	0	0	0	279	0	0	0	311	2	0	0	246	0	1	0	336	0	1	1	223	0	0	0	249	0	1	0	403	0	0	0	303	0	0	0	281	0	0	0	388	0	0	0	233	0	0	1	374	0	1	0	346	1	1	0
225	0	0	256	1	0	0	274	0	0	0	311	2	0	0	248	0	0	0	338	1	0	1	218	0	0	0	250	0	0	0	398	0	1	0	304	0	0	0	282	0	0	0	381	1	0	0	235	0	2	0	378	0	0	0	347	1
226	1	259	0	0	1	275	0	0	0	322	0	0	1	250	0	0	0	345	0	1	0	221	0	0	0	252	0	0	0	411	0	0	0	308	0	0	0	283	0	0	0	390	0	2	0	242	0	0	1	387	4	0	1	356	0	0
227	0	251	0	0	1	268	0	0	0	314	0	0	0	250	0	0	0	335	2	1	0	207	0	0	0	251	0	0	1	409	0	0	0	305	0	0	0	276	0	1	2	386	0	0	0	245	1	0	3	389	0	1	1	353	2	0
228	246	0	2	0	271	0	0	0	310	0	0	0	252	0	0	0	329	0	1	0	207	0	0	0	242	0	2	1	405	0	0	0	304	0	1	1	275	0	3	0	386	0	3	0	233	1	1	0	376	0	2	0	333	3	3	0
229	248	0	1	0	268	0	0	0	308	0	0	0	250	1	0	0	325	0	1	1	204	0	1	0	242	0	1	0	403	0	0	0	306	0	1	0	275	0	0	0	386	0	1	0	231	0	0	0	382	0	1	1	340	1	1	0
230	0	0	252	0	0	1	273	0	0	0	319	0	0	0	258	0	0	0	328	0	0	0	207	0	0	0	246	0	0	0	410	0	2	0	309	0	0	0	283	1	2	0	399	0	0	0	234	0	0	0	386	1	0	0	345	0
231	238	0	0	1	269	0	0	1	310	0	0	1	252	0	0	0	318	0	2	0	205	0	1	0	242	0	0	0	407	0	0	0	303	1	0	0	278	1	0	0	403	0	1	0	230	0	1	0	387	2	0	1	342	0	0	0
232	0	0	0	237	0	0	0	269	0	2	0	307	0	0	0	251	0	0	0	321	0	0	0	204	0	0	0	240	0	1	0	403	0	0	0	303	0	0	0	278	2	0	0	401	0	0	0	231	0	0	0	390	1	0	2	338
233	1	234	0	0	0	268	0	0	0	310	0	1	1	248	0	0	0	324	0	0	0	201	0	0	0	241	0	0	1	401	0	0	1	300	0	0	0	281	0	0	0	398	1	2	0	230	0	0	1	386	1	0	2	338	1	1
234	236	0	0	0	268	0	0	0	308	0	0	0	249	0	0	1	325	0	0	1	202	0	0	0	241	0	0	0	404	0	0	0	302	0	0	0	280	0	0	0	401	1	0	0	229	0	0	0	388	0	1	0	341	1	0	1
235	0	0	0	234	0	0	0	266	0	0	0	305	0	0	0	249	0	0	0	323	0	0	0	200	0	0	0	235	0	0	0	399	0	0	0	300	0	0	0	280	0	0	0	400	1	0	0	228	0	0	0	389	0	0	0	343
236	235	0	0	0	263	0	0	0	304	0	0	0	248	0	0	0	321	0	0	0	201	0	0	0	234	0	0	0	405	0	0	0	299	0	0	0	277	0	0	0	401	0	0	0	228	0	0	0	390	1	0	0	342	0	1	0
237	0	0	0	235	1	0	0	262	0	0	0	304	0	0	0	248	0	0	0	319	0	0	0	197	0	1	0	232	0	0	0	401	0	0	0	297	0	1	0	277	0	0	0	398	0	0	0	229	0	0	0	395	0	1	0	342
238	0	0	0	235	0	1	0	263	0	0	0	301	0	0	0	245	0	0	0	316	1	0	0	196	0	0	0	230	0	0	0	400	0	0	0	299	0	0	0	278	0	0	0	390	0	0	0	230	0	0	1	398	0	2	0	334
239	237	0	0	0	266	0	0	0	307	0	0	0	245	0	0	0	318	0	0	0	199	0	0	0	234	0	0	0	403	0	0	0	304	0	0	1	279	0	0	1	394	0	0	0	230	0	0	0	405	1	0	0	344	1	1	0
240	0	0	0	239	0	0	0	267	0	0	0	308	0	0	0	245	0	0	0	321	0	0	0	199	0	0	0	236	0	0	0	402	0	0	0	306	0	0	0	278	0	0	0	397	0	0	1	230	0	0	0	414	1	1	1	347
